Index Raw,Index,Recipe Number Raw,Recipe Number,Series Raw,Series,Armour Type Raw,Type,Key Item Raw,Key Item,Key Enemy Raw,Key Enemy,Key Story,HR Flag Raw,HR Flag,Time Rank Raw,Time Rank,Item 1 Raw,Item 2 Raw,Item 3 Raw,Item 4 Raw,ItemNum 1 Raw,ItemNum 2 Raw,ItemNum 3 Raw,ItemNum 4 Raw,Item 1,Number 1,Item 2,Number 2,Item 3,Number 3,Item 4,Number 4
00000224,548,000111C6,70086,00007586,Mizutsune α,00000003,WAIST,00000000,,00007F7A,Mizutsune,00000000,00000000,0,00000000,NONE,000002D0,000002D2,000002D3,00000254,00000001,00000005,00000003,00000002,Mizutsune Certificate S,1,Mizutsune Purplefur+,5,Mizutsune Claw+,3,Torrent Sac,2
00000225,549,000138D6,80086,00007586,Mizutsune α,00000004,LEG,00000000,,00007F7A,Mizutsune,00000000,00000000,0,00000000,NONE,000002D0,000002D1,000002D7,000002D8,00000001,00000004,00000004,00000001,Mizutsune Certificate S,1,Mizutsune Scale+,4,Bubblefoam+,4,Mizutsune Water Orb,1
00000226,550,000056A7,22183,00002F97,Mizutsune β,00000000,HELM,00000000,,00007F7A,Mizutsune,00000000,00000000,0,00000000,NONE,000002D1,000002D7,000001EE,00000000,00000005,00000003,00000002,00000000,Mizutsune Scale+,5,Bubblefoam+,3,Piragill Fin+,2,,0
00000227,551,00007DB7,32183,00002F97,Mizutsune β,00000001,BODY,00000000,,00007F7A,Mizutsune,00000000,00000000,0,00000000,NONE,000002D0,000002D3,000002D4,0000005C,00000002,00000003,00000005,00000001,Mizutsune Certificate S,2,Mizutsune Claw+,3,Mizutsune Fin+,5,Wyvern Gem,1
00000228,552,0000A4C7,42183,00002F97,Mizutsune β,00000002,ARM,00000000,,00007F7A,Mizutsune,00000000,00000000,0,00000000,NONE,000002D1,000002D2,000002D7,000002D4,00000006,00000006,00000003,00000003,Mizutsune Scale+,6,Mizutsune Purplefur+,6,Bubblefoam+,3,Mizutsune Fin+,3
00000229,553,0000CBD7,52183,00002F97,Mizutsune β,00000003,WAIST,00000000,,00007F7A,Mizutsune,00000000,00000000,0,00000000,NONE,000002D0,000002D2,000002D3,00000254,00000001,00000005,00000003,00000002,Mizutsune Certificate S,1,Mizutsune Purplefur+,5,Mizutsune Claw+,3,Torrent Sac,2
0000022A,554,0000F2E7,62183,00002F97,Mizutsune β,00000004,LEG,00000000,,00007F7A,Mizutsune,00000000,00000000,0,00000000,NONE,000002D0,000002D1,000002D7,000002D8,00000001,00000004,00000004,00000001,Mizutsune Certificate S,1,Mizutsune Scale+,4,Bubblefoam+,4,Mizutsune Water Orb,1
0000022B,555,00009E79,40569,00007769,Numinous α,00000000,HELM,000002C6,Zoh Shia Certificate S,00000000,-,00000000,00000000,0,00000000,NONE,000002C7,000002C9,000002CA,0000024C,00000006,00000002,00000002,00000005,Zoh Shia Crystalscale,6,Zoh Shia Stakeclaw,2,Zoh Shia Crystalhorn,2,Tough Guardian Bone,5
0000022C,556,0000C589,50569,00007769,Numinous α,00000001,BODY,000002C6,Zoh Shia Certificate S,00000000,-,00000000,00000000,0,00000000,NONE,000002C6,000002C8,000002CF,00000260,00000001,00000005,00000003,00000003,Zoh Shia Certificate S,1,Zoh Shia Layershell,5,Blackember Mass,3,Guardian Blood+,3
0000022D,557,0000EC99,60569,00007769,Numinous α,00000002,ARM,000002C6,Zoh Shia Certificate S,00000000,-,00000000,00000000,0,00000000,NONE,000002C6,000002C7,000002C9,000001D1,00000002,00000005,00000003,00000001,Zoh Shia Certificate S,2,Zoh Shia Crystalscale,5,Zoh Shia Stakeclaw,3,Arkveld Gem,1
0000022E,558,000113A9,70569,00007769,Numinous α,00000003,WAIST,000002C6,Zoh Shia Certificate S,00000000,-,00000000,00000000,0,00000000,NONE,000002C8,000002CF,000002CA,000002CD,00000006,00000003,00000003,00000001,Zoh Shia Layershell,6,Blackember Mass,3,Zoh Shia Crystalhorn,3,Faux Whitegleam Orb,1
0000022F,559,00013AB9,80569,00007769,Numinous α,00000004,LEG,000002C6,Zoh Shia Certificate S,00000000,-,00000000,00000000,0,00000000,NONE,000002C7,000002C9,000002CB,00000238,00000003,00000004,00000001,00000001,Zoh Shia Crystalscale,3,Zoh Shia Stakeclaw,4,Zoh Shia Crystaltail,1,Gore Magala Nyctgem,1
00000230,560,00007E29,32297,00005719,Numinous β,00000000,HELM,000002C6,Zoh Shia Certificate S,00000000,-,00000000,00000000,0,00000000,NONE,000002C7,000002C9,000002CA,0000024C,00000006,00000002,00000002,00000005,Zoh Shia Crystalscale,6,Zoh Shia Stakeclaw,2,Zoh Shia Crystalhorn,2,Tough Guardian Bone,5
00000231,561,0000A539,42297,00005719,Numinous β,00000001,BODY,000002C6,Zoh Shia Certificate S,00000000,-,00000000,00000000,0,00000000,NONE,000002C6,000002C8,000002CF,00000260,00000001,00000005,00000003,00000003,Zoh Shia Certificate S,1,Zoh Shia Layershell,5,Blackember Mass,3,Guardian Blood+,3
00000232,562,0000CC49,52297,00005719,Numinous β,00000002,ARM,000002C6,Zoh Shia Certificate S,00000000,-,00000000,00000000,0,00000000,NONE,000002C6,000002C7,000002C9,000001D1,00000002,00000005,00000003,00000001,Zoh Shia Certificate S,2,Zoh Shia Crystalscale,5,Zoh Shia Stakeclaw,3,Arkveld Gem,1
00000233,563,0000F359,62297,00005719,Numinous β,00000003,WAIST,000002C6,Zoh Shia Certificate S,00000000,-,00000000,00000000,0,00000000,NONE,000002C8,000002CF,000002CA,000002CD,00000006,00000003,00000003,00000001,Zoh Shia Layershell,6,Blackember Mass,3,Zoh Shia Crystalhorn,3,Faux Whitegleam Orb,1
00000234,564,00011A69,72297,00005719,Numinous β,00000004,LEG,000002C6,Zoh Shia Certificate S,00000000,-,00000000,00000000,0,00000000,NONE,000002C7,000002C9,000002CB,00000238,00000003,00000004,00000001,00000001,Zoh Shia Crystalscale,3,Zoh Shia Stakeclaw,4,Zoh Shia Crystaltail,1,Gore Magala Nyctgem,1
00000253,595,0000A463,42083,00007D53,Rey Dau γ,00000000,HELM,000002F6,Rey Dau Certificate γ,00000000,-,00000000,00000000,0,00000000,NONE,000002F6,0000015B,0000015D,0000005C,00000001,00000005,00000003,00000002,Rey Dau Certificate γ,1,Rey Dau Scale+,5,Rey Dau Bolthorn,3,Wyvern Gem,2
00000254,596,0000CB73,52083,00007D53,Rey Dau γ,00000001,BODY,000002F6,Rey Dau Certificate γ,00000000,-,00000000,00000000,0,00000000,NONE,000002F6,0000015C,0000015E,00000090,00000001,00000006,00000003,00000002,Rey Dau Certificate γ,1,Rey Dau Carapace,6,Rey Dau Fulgurtalon,3,Rey Dau Plate,2
00000255,597,0000F283,62083,00007D53,Rey Dau γ,00000002,ARM,000002F6,Rey Dau Certificate γ,00000000,-,00000000,00000000,0,00000000,NONE,000002F6,0000015B,0000015E,0000015F,00000001,00000003,00000004,00000001,Rey Dau Certificate γ,1,Rey Dau Scale+,3,Rey Dau Fulgurtalon,4,Rey Dau Boltgem,1
00000256,598,00011993,72083,00007D53,Rey Dau γ,00000003,WAIST,000002F6,Rey Dau Certificate γ,00000000,-,00000000,00000000,0,00000000,NONE,000002F6,0000015B,0000015C,0000015E,00000001,00000006,00000005,00000002,Rey Dau Certificate γ,1,Rey Dau Scale+,6,Rey Dau Carapace,5,Rey Dau Fulgurtalon,2
00000257,599,000140A3,82083,00007D53,Rey Dau γ,00000004,LEG,000002F6,Rey Dau Certificate γ,00000000,-,00000000,00000000,0,00000000,NONE,000002F6,0000015D,0000008F,00000243,00000001,00000002,00000002,00000002,Rey Dau Certificate γ,1,Rey Dau Bolthorn,2,Rey Dau Tail,2,Novacrystal,2
0000026C,620,00006437,25655,00003D27,Sakuratide α,00000000,HELM,000002FB,Blossomdance Ticket,00000000,-,0000170A,00000000,0,00000000,NONE,000002FB,00000038,00000000,00000000,00000001,00000003,00000000,00000000,Blossomdance Ticket,1,Carbalite Ore,3,,0,,0
0000026D,621,00008B47,35655,00003D27,Sakuratide α,00000001,BODY,000002FB,Blossomdance Ticket,00000000,-,0000170A,00000000,0,00000000,NONE,000002FB,00000038,00000000,00000000,00000001,00000001,00000000,00000000,Blossomdance Ticket,1,Carbalite Ore,1,,0,,0
0000026E,622,0000B257,45655,00003D27,Sakuratide α,00000002,ARM,000002FB,Blossomdance Ticket,00000000,-,0000170A,00000000,0,00000000,NONE,000002FB,00000038,00000000,00000000,00000001,00000002,00000000,00000000,Blossomdance Ticket,1,Carbalite Ore,2,,0,,0
0000026F,623,0000D967,55655,00003D27,Sakuratide α,00000003,WAIST,000002FB,Blossomdance Ticket,00000000,-,0000170A,00000000,0,00000000,NONE,000002FB,00000038,00000000,00000000,00000001,00000001,00000000,00000000,Blossomdance Ticket,1,Carbalite Ore,1,,0,,0
00000270,624,00010077,65655,00003D27,Sakuratide α,00000004,LEG,000002FB,Blossomdance Ticket,00000000,-,0000170A,00000000,0,00000000,NONE,000002FB,00000038,00000000,00000000,00000001,00000002,00000000,00000000,Blossomdance Ticket,1,Carbalite Ore,2,,0,,0
00000271,625,0000755A,30042,00004E4A,Blossom α,00000000,HELM,000002FC,Blossom Ticket,00000000,-,00000000,00000000,0,00000000,NONE,000002FC,0000025C,000001E8,000001EA,00000001,00000003,00000004,00000001,Blossom Ticket,1,Lala Barina Mucus+,3,Bulaqchi Carapace,4,Monster Broth,1
00000272,626,00009C6A,40042,00004E4A,Blossom α,00000001,BODY,000002FC,Blossom Ticket,00000000,-,00000000,00000000,0,00000000,NONE,000002FC,00000134,00000240,000001EA,00000001,00000002,00000003,00000001,Blossom Ticket,1,Lala Barina Claw+,2,Vespoid Innerwing,3,Monster Broth,1
00000273,627,0000C37A,50042,00004E4A,Blossom α,00000002,ARM,000002FC,Blossom Ticket,00000000,-,00000000,00000000,0,00000000,NONE,000002FC,00000133,0000023E,000001EA,00000001,00000003,00000004,00000001,Blossom Ticket,1,Lala Barina Carapace,3,Vespoid Carapace,4,Monster Broth,1
00000274,628,0000EA8A,60042,00004E4A,Blossom α,00000003,WAIST,000002FC,Blossom Ticket,00000000,-,00000000,00000000,0,00000000,NONE,000002FC,00000135,000000E6,000001EA,00000001,00000002,00000003,00000001,Blossom Ticket,1,Lala Barina Stinger+,2,Great Hornfly,3,Monster Broth,1
00000275,629,0001119A,70042,00004E4A,Blossom α,00000004,LEG,000002FC,Blossom Ticket,00000000,-,00000000,00000000,0,00000000,NONE,000002FC,00000132,000001F3,000001EA,00000001,00000003,00000004,00000001,Blossom Ticket,1,Lala Barina Floret+,3,Comaqchi Carapace,4,Monster Broth,1
000002A8,680,0000683D,26685,0000412D,Amstrigian α,00000000,HELM,00000317,Amstrigian Ticket,00000000,-,00000000,00000000,0,00000000,NONE,00000317,00000130,0000028F,00000000,00000003,00000003,00000005,00000000,Amstrigian Ticket,3,Quematrice Crest+,3,Monster Keenbone,5,,0
000002A9,681,00008785,34693,00006075,Sealed Dragon Cloth α,00000000,HELM,00000318,Sealed Dragon Cloth,00000000,-,00000000,00000000,0,00000000,NONE,00000318,000001E4,00000260,0000024C,00000003,00000003,00000002,00000005,Sealed Dragon Cloth,3,Guardian Fulgur Nosebone+,3,Guardian Blood+,2,Tough Guardian Bone,5
000002AA,682,0000673C,26428,0000402C,Strategist Spectacles α,00000000,HELM,00000000,,00000000,-,000001A6,00000000,0,00000000,NONE,00000243,00000242,00000245,00000244,00000001,00000002,00000001,00000002,Novacrystal,1,Lightcrystal,2,Firecell Stone,1,Firestone,2
000002AB,683,000042AB,17067,00001B9B,Square Glasses α,00000000,HELM,00000000,,00000000,-,000001A6,00000000,0,00000000,NONE,00000243,00000242,000002BA,00000247,00000001,00000002,00000002,00000004,Novacrystal,1,Lightcrystal,2,Gracium,2,Icium,4
000002AC,684,0000414C,16716,00001A3C,Sealed Eyepatch α,00000000,HELM,000002FD,Blossomdance Catalog,00000000,-,00000000,00000000,0,00000000,NONE,000002FD,00000294,000001BF,000000E5,00000002,00000002,00000005,00000002,Blossomdance Catalog,2,Hunter Symbol II,2,Xu Wu Hide+,5,Sinister Cloth,2
000002AD,685,00009C8A,40074,0000757A,Shadow Shades α,00000000,HELM,000002FD,Blossomdance Catalog,00000000,-,00000000,00000000,0,00000000,NONE,000002FD,00000294,000001C0,00000246,00000002,00000002,00000004,00000004,Blossomdance Catalog,2,Hunter Symbol II,2,Golden Corneum+,4,Fucium Ore,4
000002AE,686,000051AF,20911,00002A9F,Round Glasses α,00000000,HELM,000002FD,Blossomdance Catalog,00000000,-,00000000,00000000,0,00000000,NONE,000002FD,00000294,000001C2,00000246,00000002,00000002,00000003,00000004,Blossomdance Catalog,2,Hunter Symbol II,2,Xu Wu Claw+,3,Fucium Ore,4
